Training for 150000 steps ...
     79/150000: episode: 1, duration: 0.145s, episode steps:  79, steps per second: 544, episode reward: -69.568, mean reward: -0.881 [-100.000, 44.501], mean action: 1.215 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
  42535/150000: episode: 430, duration: 0.726s, episode steps: 100, steps per second: 138, episode reward: -167.184, mean reward: -1.672 [-100.000,  5.052], mean action: 1.670 [0.000, 3.000],  loss: 17.731642, mse: 1983.510978, mean_q: 26.385586, mean_eps: 0.745093
  42648/150000: episode: 431, duration: 0.850s, episode steps: 113, steps per second: 133, episode reward: -51.542, mean reward: -0.456 [-100.000, 12.889], mean action: 1.575 [0.000, 3.000],  loss: 15.460823, mse: 2013.988517, mean_q: 25.420728, mean_eps: 0.744454
  42739/150000: episode: 432, duration: 0.663s, episode steps:  91, steps per second: 137, episode reward: -113.212, mean reward: -1.244 [-100.000,  5.670], mean action: 1.824 [0.000, 3.000],  loss: 8.660168, mse: 1982.770358, mean_q: 27.490172, mean_eps: 0.743842
  42801/150000: episode: 433, duration: 0.444s, episode steps:  62, steps per second: 140, episode reward: -79.395, mean reward: -1.281 [-100.000, 10.053], mean action: 1.452 [0.000, 3.000],  loss: 17.160874, mse: 2034.962215, mean_q: 26.022222, mean_eps: 0.743383
  42911/150000: episode: 434, duration: 0.823s, episode steps: 110, steps per second: 134, episode reward: -44.569, mean reward: -0.405 [-100.000, 13.763], mean action: 1.445 [0.000, 3.000],  loss: 11.378973, mse: 1956.270603, mean_q: 27.054600, mean_eps: 0.742867
  43040/150000: episode: 435, duration: 0.912s, episode steps: 129, steps per second: 141, episode reward: -77.544, mean reward: -0.601 [-100.000, 15.758], mean action: 1.651 [0.000, 3.000],  loss: 12.893525, mse: 2094.914572, mean_q: 26.324724, mean_eps: 0.742150
  43135/150000: episode: 436, duration: 0.709s, episode steps:  95, steps per second: 134, episode reward: -49.370, mean reward: -0.520 [-100.000, 12.519], mean action: 1.558 [0.000, 3.000],  loss: 19.401855, mse: 2040.223349, mean_q: 26.398145, mean_eps: 0.741478
  43223/150000: episode: 437, duration: 0.639s, episode steps:  88, steps per second: 138, episode reward: -79.294, mean reward: -0.901 [-100.000, 10.305], mean action: 1.591 [0.000, 3.000],  loss: 15.108346, mse: 2110.830120, mean_q: 26.281590, mean_eps: 0.740929
  43322/150000: episode: 438, duration: 0.707s, episode steps:  99, steps per second: 140, episode reward: -83.636, mean reward: -0.845 [-100.000, 11.994], mean action: 1.475 [0.000, 3.000],  loss: 11.997675, mse: 2098.710081, mean_q: 27.147289, mean_eps: 0.740368
  43436/150000: episode: 439, duration: 0.846s, episode steps: 114, steps per second: 135, episode reward: -12.912, mean reward: -0.113 [-100.000, 10.517], mean action: 1.781 [0.000, 3.000],  loss: 16.969638, mse: 2110.195443, mean_q: 26.952299, mean_eps: 0.739729
  43528/150000: episode: 440, duration: 0.680s, episode steps:  92, steps per second: 135, episode reward: -38.976, mean reward: -0.424 [-100.000,  7.504], mean action: 1.804 [0.000, 3.000],  loss: 17.480743, mse: 2043.738094, mean_q: 28.007798, mean_eps: 0.739111
  43640/150000: episode: 441, duration: 0.793s, episode steps: 112, steps per second: 141, episode reward: -123.881, mean reward: -1.106 [-100.000,  7.243], mean action: 1.473 [0.000, 3.000],  loss: 17.219748, mse: 2087.344862, mean_q: 27.008055, mean_eps: 0.738499
  43737/150000: episode: 442, duration: 0.702s, episode steps:  97, steps per second: 138, episode reward: -107.754, mean reward: -1.111 [-100.000, 14.049], mean action: 1.608 [0.000, 3.000],  loss: 15.396252, mse: 2114.860597, mean_q: 27.391272, mean_eps: 0.737872
  43850/150000: episode: 443, duration: 0.814s, episode steps: 113, steps per second: 139, episode reward: -89.804, mean reward: -0.795 [-100.000,  6.651], mean action: 1.646 [0.000, 3.000],  loss: 15.376794, mse: 2161.547584, mean_q: 27.215266, mean_eps: 0.737242
  43958/150000: episode: 444, duration: 0.778s, episode steps: 108, steps per second: 139, episode reward: -101.072, mean reward: -0.936 [-100.000, 21.158], mean action: 1.537 [0.000, 3.000],  loss: 13.953849, mse: 2162.536431, mean_q: 26.527463, mean_eps: 0.736579
  44034/150000: episode: 445, duration: 0.598s, episode steps:  76, steps per second: 127, episode reward: -101.175, mean reward: -1.331 [-100.000, 18.452], mean action: 1.671 [0.000, 3.000],  loss: 16.325176, mse: 2165.783325, mean_q: 26.858677, mean_eps: 0.736027
  44124/150000: episode: 446, duration: 0.686s, episode steps:  90, steps per second: 131, episode reward: -87.360, mean reward: -0.971 [-100.000,  7.845], mean action: 1.600 [0.000, 3.000],  loss: 20.533532, mse: 2184.196714, mean_q: 28.247583, mean_eps: 0.735529
  44225/150000: episode: 447, duration: 0.722s, episode steps: 101, steps per second: 140, episode reward: -56.404, mean reward: -0.558 [-100.000, 14.078], mean action: 1.703 [0.000, 3.000],  loss: 15.266966, mse: 2184.181858, mean_q: 27.223891, mean_eps: 0.734956
  44305/150000: episode: 448, duration: 0.576s, episode steps:  80, steps per second: 139, episode reward: -74.683, mean reward: -0.934 [-100.000, 21.385], mean action: 1.500 [0.000, 3.000],  loss: 19.477640, mse: 2265.039261, mean_q: 28.195955, mean_eps: 0.734413
  44424/150000: episode: 449, duration: 0.875s, episode steps: 119, steps per second: 136, episode reward: -65.590, mean reward: -0.551 [-100.000, 14.186], mean action: 1.462 [0.000, 3.000],  loss: 17.724994, mse: 2227.691308, mean_q: 26.908712, mean_eps: 0.733816
  44547/150000: episode: 450, duration: 0.844s, episode steps: 123, steps per second: 146, episode reward: -88.993, mean reward: -0.724 [-100.000,  7.511], mean action: 1.545 [0.000, 3.000],  loss: 14.711209, mse: 2194.862663, mean_q: 28.255622, mean_eps: 0.733090
  44630/150000: episode: 451, duration: 0.613s, episode steps:  83, steps per second: 135, episode reward: -63.773, mean reward: -0.768 [-100.000, 13.002], mean action: 1.398 [0.000, 3.000],  loss: 18.730173, mse: 2221.475565, mean_q: 29.348943, mean_eps: 0.732472
  44736/150000: episode: 452, duration: 0.770s, episode steps: 106, steps per second: 138, episode reward: -128.423, mean reward: -1.212 [-100.000,  9.625], mean action: 1.811 [0.000, 3.000],  loss: 11.931926, mse: 2216.472988, mean_q: 29.010060, mean_eps: 0.731905
  44826/150000: episode: 453, duration: 0.645s, episode steps:  90, steps per second: 139, episode reward: -116.684, mean reward: -1.296 [-100.000, 12.322], mean action: 1.467 [0.000, 3.000],  loss: 14.104776, mse: 2277.079944, mean_q: 28.170471, mean_eps: 0.731317
  44947/150000: episode: 454, duration: 0.893s, episode steps: 121, steps per second: 135, episode reward: -117.235, mean reward: -0.969 [-100.000, 10.949], mean action: 1.570 [0.000, 3.000],  loss: 12.455562, mse: 2244.158846, mean_q: 27.489025, mean_eps: 0.730684
  45036/150000: episode: 455, duration: 0.638s, episode steps:  89, steps per second: 140, episode reward: -75.644, mean reward: -0.850 [-100.000, 11.907], mean action: 1.674 [0.000, 3.000],  loss: 12.264102, mse: 2284.117790, mean_q: 29.096127, mean_eps: 0.730054
  45129/150000: episode: 456, duration: 0.642s, episode steps:  93, steps per second: 145, episode reward: -44.109, mean reward: -0.474 [-100.000,  7.234], mean action: 1.527 [0.000, 3.000],  loss: 21.021770, mse: 2357.900556, mean_q: 30.027681, mean_eps: 0.729508
  45237/150000: episode: 457, duration: 0.803s, episode steps: 108, steps per second: 135, episode reward: -52.842, mean reward: -0.489 [-100.000, 12.002], mean action: 1.593 [0.000, 3.000],  loss: 12.197664, mse: 2285.945419, mean_q: 28.669503, mean_eps: 0.728905
  45309/150000: episode: 458, duration: 0.518s, episode steps:  72, steps per second: 139, episode reward: -89.353, mean reward: -1.241 [-100.000,  6.583], mean action: 1.542 [0.000, 3.000],  loss: 22.972105, mse: 2295.769168, mean_q: 29.341561, mean_eps: 0.728365
  45429/150000: episode: 459, duration: 0.829s, episode steps: 120, steps per second: 145, episode reward: -82.972, mean reward: -0.691 [-100.000, 27.163], mean action: 1.425 [0.000, 3.000],  loss: 18.080571, mse: 2344.689912, mean_q: 28.333741, mean_eps: 0.727789
  45522/150000: episode: 460, duration: 0.692s, episode steps:  93, steps per second: 134, episode reward: -95.587, mean reward: -1.028 [-100.000,  6.065], mean action: 1.602 [0.000, 3.000],  loss: 17.948799, mse: 2360.642772, mean_q: 28.364919, mean_eps: 0.727150
  45642/150000: episode: 461, duration: 0.883s, episode steps: 120, steps per second: 136, episode reward: -38.750, mean reward: -0.323 [-100.000, 14.107], mean action: 1.533 [0.000, 3.000],  loss: 16.651844, mse: 2280.848715, mean_q: 28.767650, mean_eps: 0.726511
  45772/150000: episode: 462, duration: 0.900s, episode steps: 130, steps per second: 144, episode reward: -98.255, mean reward: -0.756 [-100.000, 10.898], mean action: 1.485 [0.000, 3.000],  loss: 21.012096, mse: 2374.030277, mean_q: 29.155347, mean_eps: 0.725761
  45896/150000: episode: 463, duration: 0.907s, episode steps: 124, steps per second: 137, episode reward: -181.101, mean reward: -1.460 [-100.000,  8.625], mean action: 1.589 [0.000, 3.000],  loss: 15.198512, mse: 2312.507969, mean_q: 28.512704, mean_eps: 0.724999
  46015/150000: episode: 464, duration: 0.851s, episode steps: 119, steps per second: 140, episode reward: -117.866, mean reward: -0.990 [-100.000,  7.431], mean action: 1.689 [0.000, 3.000],  loss: 17.845620, mse: 2384.946964, mean_q: 28.123571, mean_eps: 0.724270
  46118/150000: episode: 465, duration: 0.762s, episode steps: 103, steps per second: 135, episode reward: -114.441, mean reward: -1.111 [-100.000,  6.156], mean action: 1.689 [0.000, 3.000],  loss: 16.116462, mse: 2382.929953, mean_q: 29.625574, mean_eps: 0.723604
  46228/150000: episode: 466, duration: 0.804s, episode steps: 110, steps per second: 137, episode reward: -61.702, mean reward: -0.561 [-100.000,  8.251], mean action: 1.591 [0.000, 3.000],  loss: 17.664963, mse: 2400.356446, mean_q: 28.574688, mean_eps: 0.722965
  46320/150000: episode: 467, duration: 0.642s, episode steps:  92, steps per second: 143, episode reward: -65.197, mean reward: -0.709 [-100.000, 11.275], mean action: 1.641 [0.000, 3.000],  loss: 18.873616, mse: 2457.682461, mean_q: 29.288965, mean_eps: 0.722359
  46406/150000: episode: 468, duration: 0.716s, episode steps:  86, steps per second: 120, episode reward: -107.013, mean reward: -1.244 [-100.000, 47.023], mean action: 1.523 [0.000, 3.000],  loss: 24.360637, mse: 2427.472199, mean_q: 29.294497, mean_eps: 0.721825
  46535/150000: episode: 469, duration: 1.011s, episode steps: 129, steps per second: 128, episode reward: -93.976, mean reward: -0.728 [-100.000, 10.938], mean action: 1.450 [0.000, 3.000],  loss: 11.304529, mse: 2395.176765, mean_q: 29.093250, mean_eps: 0.721180
  46640/150000: episode: 470, duration: 0.781s, episode steps: 105, steps per second: 134, episode reward: -79.856, mean reward: -0.761 [-100.000,  7.126], mean action: 1.552 [0.000, 3.000],  loss: 14.671216, mse: 2390.639931, mean_q: 29.527704, mean_eps: 0.720478
  46787/150000: episode: 471, duration: 1.187s, episode steps: 147, steps per second: 124, episode reward: -63.589, mean reward: -0.433 [-100.000, 39.787], mean action: 1.667 [0.000, 3.000],  loss: 14.953657, mse: 2427.874738, mean_q: 29.769854, mean_eps: 0.719722
  46861/150000: episode: 472, duration: 0.720s, episode steps:  74, steps per second: 103, episode reward: -42.908, mean reward: -0.580 [-100.000,  8.953], mean action: 1.851 [0.000, 3.000],  loss: 12.878422, mse: 2414.232932, mean_q: 30.629633, mean_eps: 0.719059
  46970/150000: episode: 473, duration: 0.853s, episode steps: 109, steps per second: 128, episode reward: -172.671, mean reward: -1.584 [-100.000, 34.089], mean action: 1.642 [0.000, 3.000],  loss: 21.334043, mse: 2443.729946, mean_q: 27.796156, mean_eps: 0.718510
  47094/150000: episode: 474, duration: 0.908s, episode steps: 124, steps per second: 137, episode reward: -74.874, mean reward: -0.604 [-100.000,  9.456], mean action: 1.694 [0.000, 3.000],  loss: 16.725742, mse: 2544.063368, mean_q: 29.792887, mean_eps: 0.717811
  47217/150000: episode: 475, duration: 0.897s, episode steps: 123, steps per second: 137, episode reward: -15.771, mean reward: -0.128 [-100.000, 11.203], mean action: 1.805 [0.000, 3.000],  loss: 17.706019, mse: 2557.055475, mean_q: 30.057274, mean_eps: 0.717070
  47313/150000: episode: 476, duration: 0.707s, episode steps:  96, steps per second: 136, episode reward: -230.188, mean reward: -2.398 [-100.000,  7.327], mean action: 1.625 [0.000, 3.000],  loss: 14.204874, mse: 2591.822451, mean_q: 30.635976, mean_eps: 0.716413
  47420/150000: episode: 477, duration: 0.754s, episode steps: 107, steps per second: 142, episode reward: -77.545, mean reward: -0.725 [-100.000,  8.945], mean action: 1.467 [0.000, 3.000],  loss: 13.018776, mse: 2577.696274, mean_q: 30.727275, mean_eps: 0.715804
  47488/150000: episode: 478, duration: 0.481s, episode steps:  68, steps per second: 141, episode reward: -103.299, mean reward: -1.519 [-100.000,  6.167], mean action: 1.647 [0.000, 3.000],  loss: 18.315240, mse: 2591.664459, mean_q: 30.310616, mean_eps: 0.715279
  47612/150000: episode: 479, duration: 0.919s, episode steps: 124, steps per second: 135, episode reward: -114.419, mean reward: -0.923 [-100.000, 17.396], mean action: 1.476 [0.000, 3.000],  loss: 13.964874, mse: 2566.439176, mean_q: 30.424217, mean_eps: 0.714703
  47707/150000: episode: 480, duration: 0.662s, episode steps:  95, steps per second: 144, episode reward: -52.472, mean reward: -0.552 [-100.000,  8.912], mean action: 1.674 [0.000, 3.000],  loss: 17.126482, mse: 2498.882821, mean_q: 30.906257, mean_eps: 0.714046
  47791/150000: episode: 481, duration: 0.588s, episode steps:  84, steps per second: 143, episode reward: -68.181, mean reward: -0.812 [-100.000, 14.250], mean action: 1.607 [0.000, 3.000],  loss: 14.756522, mse: 2619.586250, mean_q: 29.408251, mean_eps: 0.713509
  47910/150000: episode: 482, duration: 0.888s, episode steps: 119, steps per second: 134, episode reward: -24.682, mean reward: -0.207 [-100.000, 17.546], mean action: 1.630 [0.000, 3.000],  loss: 12.702815, mse: 2616.667932, mean_q: 30.717429, mean_eps: 0.712900
  48022/150000: episode: 483, duration: 0.789s, episode steps: 112, steps per second: 142, episode reward: -76.457, mean reward: -0.683 [-100.000, 16.021], mean action: 1.652 [0.000, 3.000],  loss: 13.539531, mse: 2535.240882, mean_q: 30.714417, mean_eps: 0.712207
  48170/150000: episode: 484, duration: 1.085s, episode steps: 148, steps per second: 136, episode reward: -65.874, mean reward: -0.445 [-100.000, 10.482], mean action: 1.561 [0.000, 3.000],  loss: 16.002019, mse: 2586.573053, mean_q: 32.203301, mean_eps: 0.711427
  48297/150000: episode: 485, duration: 0.885s, episode steps: 127, steps per second: 144, episode reward: -79.490, mean reward: -0.626 [-100.000, 18.113], mean action: 1.402 [0.000, 3.000],  loss: 15.032865, mse: 2634.549298, mean_q: 30.729502, mean_eps: 0.710602
  48429/150000: episode: 486, duration: 1.118s, episode steps: 132, steps per second: 118, episode reward: -107.313, mean reward: -0.813 [-100.000,  6.961], mean action: 1.530 [0.000, 3.000],  loss: 11.637011, mse: 2636.182753, mean_q: 30.953048, mean_eps: 0.709825
  48544/150000: episode: 487, duration: 0.950s, episode steps: 115, steps per second: 121, episode reward: -74.231, mean reward: -0.645 [-100.000, 11.464], mean action: 1.739 [0.000, 3.000],  loss: 12.348290, mse: 2684.777939, mean_q: 31.928168, mean_eps: 0.709084
  48658/150000: episode: 488, duration: 0.876s, episode steps: 114, steps per second: 130, episode reward: -52.506, mean reward: -0.461 [-100.000, 13.490], mean action: 1.667 [0.000, 3.000],  loss: 21.127164, mse: 2650.853929, mean_q: 32.560285, mean_eps: 0.708397
  48758/150000: episode: 489, duration: 0.850s, episode steps: 100, steps per second: 118, episode reward: -38.829, mean reward: -0.388 [-100.000, 12.644], mean action: 1.630 [0.000, 3.000],  loss: 14.574419, mse: 2669.328363, mean_q: 30.649441, mean_eps: 0.707755
  48856/150000: episode: 490, duration: 0.766s, episode steps:  98, steps per second: 128, episode reward: -77.111, mean reward: -0.787 [-100.000, 30.448], mean action: 1.582 [0.000, 3.000],  loss: 18.714518, mse: 2781.817365, mean_q: 30.885569, mean_eps: 0.707161
  48972/150000: episode: 491, duration: 0.863s, episode steps: 116, steps per second: 134, episode reward: -162.448, mean reward: -1.400 [-100.000, 15.177], mean action: 1.560 [0.000, 3.000],  loss: 12.476439, mse: 2632.336051, mean_q: 32.236113, mean_eps: 0.706519
  49115/150000: episode: 492, duration: 1.012s, episode steps: 143, steps per second: 141, episode reward: -3.170, mean reward: -0.022 [-100.000, 15.281], mean action: 1.476 [0.000, 3.000],  loss: 16.310996, mse: 2678.984590, mean_q: 32.158150, mean_eps: 0.705742
  49208/150000: episode: 493, duration: 0.653s, episode steps:  93, steps per second: 142, episode reward: -100.967, mean reward: -1.086 [-100.000,  9.793], mean action: 1.699 [0.000, 3.000],  loss: 15.473255, mse: 2653.370713, mean_q: 32.635987, mean_eps: 0.705034
  49341/150000: episode: 494, duration: 0.998s, episode steps: 133, steps per second: 133, episode reward: -143.143, mean reward: -1.076 [-100.000,  6.644], mean action: 1.654 [0.000, 3.000],  loss: 24.843072, mse: 2751.697091, mean_q: 32.434701, mean_eps: 0.704356
  49420/150000: episode: 495, duration: 0.553s, episode steps:  79, steps per second: 143, episode reward: -0.682, mean reward: -0.009 [-100.000, 18.394], mean action: 1.633 [0.000, 3.000],  loss: 14.942792, mse: 2701.498408, mean_q: 32.635848, mean_eps: 0.703720
  49545/150000: episode: 496, duration: 0.887s, episode steps: 125, steps per second: 141, episode reward: -107.868, mean reward: -0.863 [-100.000,  9.862], mean action: 1.336 [0.000, 3.000],  loss: 14.469499, mse: 2730.486412, mean_q: 32.447798, mean_eps: 0.703108
  49640/150000: episode: 497, duration: 0.720s, episode steps:  95, steps per second: 132, episode reward: -117.323, mean reward: -1.235 [-100.000,  8.684], mean action: 1.284 [0.000, 3.000],  loss: 15.535150, mse: 2736.706746, mean_q: 31.855910, mean_eps: 0.702448
  49739/150000: episode: 498, duration: 0.689s, episode steps:  99, steps per second: 144, episode reward: -73.213, mean reward: -0.740 [-100.000, 13.243], mean action: 1.495 [0.000, 3.000],  loss: 19.302004, mse: 2680.778826, mean_q: 31.988965, mean_eps: 0.701866
  49837/150000: episode: 499, duration: 0.692s, episode steps:  98, steps per second: 142, episode reward: -20.193, mean reward: -0.206 [-100.000, 11.563], mean action: 1.602 [0.000, 3.000],  loss: 14.743407, mse: 2716.694363, mean_q: 32.201585, mean_eps: 0.701275
  49937/150000: episode: 500, duration: 0.740s, episode steps: 100, steps per second: 135, episode reward: -99.496, mean reward: -0.995 [-100.000,  8.781], mean action: 1.630 [0.000, 3.000],  loss: 16.262793, mse: 2773.284120, mean_q: 31.666176, mean_eps: 0.700681
  50069/150000: episode: 501, duration: 0.926s, episode steps: 132, steps per second: 143, episode reward: -37.358, mean reward: -0.283 [-100.000, 17.287], mean action: 1.750 [0.000, 3.000],  loss: 14.652928, mse: 2754.134337, mean_q: 33.353294, mean_eps: 0.699985
  50202/150000: episode: 502, duration: 0.994s, episode steps: 133, steps per second: 134, episode reward: -103.576, mean reward: -0.779 [-100.000, 18.368], mean action: 1.579 [0.000, 3.000],  loss: 19.230412, mse: 2721.743159, mean_q: 32.749681, mean_eps: 0.699190
  50290/150000: episode: 503, duration: 0.623s, episode steps:  88, steps per second: 141, episode reward: -148.917, mean reward: -1.692 [-100.000,  8.934], mean action: 1.773 [0.000, 3.000],  loss: 16.472243, mse: 2752.259971, mean_q: 32.670048, mean_eps: 0.698527
  50386/150000: episode: 504, duration: 0.680s, episode steps:  96, steps per second: 141, episode reward: -71.149, mean reward: -0.741 [-100.000, 11.185], mean action: 1.771 [0.000, 3.000],  loss: 13.973393, mse: 2696.728040, mean_q: 33.586452, mean_eps: 0.697975
  50475/150000: episode: 505, duration: 0.653s, episode steps:  89, steps per second: 136, episode reward: -22.114, mean reward: -0.248 [-100.000, 13.103], mean action: 1.573 [0.000, 3.000],  loss: 12.753081, mse: 2670.767239, mean_q: 32.676207, mean_eps: 0.697420
  50608/150000: episode: 506, duration: 1.153s, episode steps: 133, steps per second: 115, episode reward: -55.279, mean reward: -0.416 [-100.000, 12.960], mean action: 1.564 [0.000, 3.000],  loss: 13.744595, mse: 2692.477007, mean_q: 32.990890, mean_eps: 0.696754
  50718/150000: episode: 507, duration: 0.811s, episode steps: 110, steps per second: 136, episode reward: -99.043, mean reward: -0.900 [-100.000, 14.981], mean action: 1.473 [0.000, 3.000],  loss: 15.364588, mse: 2771.129630, mean_q: 32.760302, mean_eps: 0.696025
  50798/150000: episode: 508, duration: 0.605s, episode steps:  80, steps per second: 132, episode reward: -86.307, mean reward: -1.079 [-100.000, 11.540], mean action: 1.575 [0.000, 3.000],  loss: 17.354630, mse: 2659.671002, mean_q: 33.270640, mean_eps: 0.695455
  50926/150000: episode: 509, duration: 0.916s, episode steps: 128, steps per second: 140, episode reward: -45.759, mean reward: -0.357 [-100.000, 30.177], mean action: 1.664 [0.000, 3.000],  loss: 13.343295, mse: 2733.863595, mean_q: 32.776923, mean_eps: 0.694831
  51049/150000: episode: 510, duration: 0.894s, episode steps: 123, steps per second: 138, episode reward: -59.259, mean reward: -0.482 [-100.000, 16.149], mean action: 1.520 [0.000, 3.000],  loss: 17.871388, mse: 2775.917287, mean_q: 34.080118, mean_eps: 0.694078
  51142/150000: episode: 511, duration: 0.652s, episode steps:  93, steps per second: 143, episode reward: -65.055, mean reward: -0.700 [-100.000, 18.983], mean action: 1.677 [0.000, 3.000],  loss: 12.824767, mse: 2863.734330, mean_q: 35.138016, mean_eps: 0.693430
  51245/150000: episode: 512, duration: 0.719s, episode steps: 103, steps per second: 143, episode reward: -82.835, mean reward: -0.804 [-100.000,  6.711], mean action: 1.398 [0.000, 3.000],  loss: 17.720354, mse: 2821.089896, mean_q: 35.212867, mean_eps: 0.692842
  51353/150000: episode: 513, duration: 0.777s, episode steps: 108, steps per second: 139, episode reward: -103.645, mean reward: -0.960 [-100.000, 11.227], mean action: 1.676 [0.000, 3.000],  loss: 12.767454, mse: 2833.784128, mean_q: 35.775182, mean_eps: 0.692209
  51456/150000: episode: 514, duration: 0.738s, episode steps: 103, steps per second: 140, episode reward: -55.254, mean reward: -0.536 [-100.000,  7.657], mean action: 1.495 [0.000, 3.000],  loss: 9.497585, mse: 2874.304379, mean_q: 35.571978, mean_eps: 0.691576
  51562/150000: episode: 515, duration: 0.744s, episode steps: 106, steps per second: 142, episode reward: -120.674, mean reward: -1.138 [-100.000,  6.354], mean action: 1.358 [0.000, 3.000],  loss: 14.352432, mse: 2844.078256, mean_q: 35.255809, mean_eps: 0.690949
  51655/150000: episode: 516, duration: 0.683s, episode steps:  93, steps per second: 136, episode reward: -72.786, mean reward: -0.783 [-100.000, 12.005], mean action: 1.570 [0.000, 3.000],  loss: 12.885031, mse: 2818.005122, mean_q: 34.945672, mean_eps: 0.690352
  51734/150000: episode: 517, duration: 0.566s, episode steps:  79, steps per second: 140, episode reward: -45.814, mean reward: -0.580 [-100.000,  6.716], mean action: 1.608 [0.000, 3.000],  loss: 16.943247, mse: 2792.416249, mean_q: 33.823207, mean_eps: 0.689836
  51822/150000: episode: 518, duration: 0.617s, episode steps:  88, steps per second: 143, episode reward: -77.243, mean reward: -0.878 [-100.000, 14.145], mean action: 1.636 [0.000, 3.000],  loss: 10.042284, mse: 2808.156611, mean_q: 34.640362, mean_eps: 0.689335
  51924/150000: episode: 519, duration: 0.720s, episode steps: 102, steps per second: 142, episode reward: -133.347, mean reward: -1.307 [-100.000,  8.130], mean action: 1.539 [0.000, 3.000],  loss: 15.556189, mse: 2810.839482, mean_q: 35.897349, mean_eps: 0.688765
  52032/150000: episode: 520, duration: 0.795s, episode steps: 108, steps per second: 136, episode reward: -71.929, mean reward: -0.666 [-100.000, 17.570], mean action: 1.398 [0.000, 3.000],  loss: 14.810785, mse: 2822.200701, mean_q: 35.555851, mean_eps: 0.688135
  52100/150000: episode: 521, duration: 0.493s, episode steps:  68, steps per second: 138, episode reward: -84.517, mean reward: -1.243 [-100.000,  6.399], mean action: 1.603 [0.000, 3.000],  loss: 17.654981, mse: 2790.607472, mean_q: 35.833477, mean_eps: 0.687607
  52225/150000: episode: 522, duration: 0.904s, episode steps: 125, steps per second: 138, episode reward: -85.081, mean reward: -0.681 [-100.000, 11.987], mean action: 1.496 [0.000, 3.000],  loss: 9.170332, mse: 2870.754811, mean_q: 34.983359, mean_eps: 0.687028
  52319/150000: episode: 523, duration: 0.695s, episode steps:  94, steps per second: 135, episode reward: -109.886, mean reward: -1.169 [-100.000, 11.010], mean action: 1.840 [0.000, 3.000],  loss: 11.828619, mse: 2808.788613, mean_q: 35.630712, mean_eps: 0.686371
  52438/150000: episode: 524, duration: 0.828s, episode steps: 119, steps per second: 144, episode reward: -16.688, mean reward: -0.140 [-100.000, 19.219], mean action: 1.630 [0.000, 3.000],  loss: 13.306386, mse: 2843.788757, mean_q: 35.091095, mean_eps: 0.685732
  52541/150000: episode: 525, duration: 0.757s, episode steps: 103, steps per second: 136, episode reward: -126.627, mean reward: -1.229 [-100.000, 14.489], mean action: 1.757 [0.000, 3.000],  loss: 15.935754, mse: 2902.892690, mean_q: 34.999176, mean_eps: 0.685066
  52666/150000: episode: 526, duration: 0.916s, episode steps: 125, steps per second: 136, episode reward: -63.031, mean reward: -0.504 [-100.000, 17.138], mean action: 1.584 [0.000, 3.000],  loss: 12.928583, mse: 2824.662408, mean_q: 35.495275, mean_eps: 0.684382
  52794/150000: episode: 527, duration: 0.893s, episode steps: 128, steps per second: 143, episode reward: -88.956, mean reward: -0.695 [-100.000,  6.492], mean action: 1.719 [0.000, 3.000],  loss: 11.294917, mse: 2903.572824, mean_q: 33.913564, mean_eps: 0.683623
  52892/150000: episode: 528, duration: 0.748s, episode steps:  98, steps per second: 131, episode reward: -100.702, mean reward: -1.028 [-100.000,  8.051], mean action: 1.724 [0.000, 3.000],  loss: 24.133579, mse: 2899.508174, mean_q: 34.751704, mean_eps: 0.682945
  53011/150000: episode: 529, duration: 0.849s, episode steps: 119, steps per second: 140, episode reward: -87.272, mean reward: -0.733 [-100.000, 15.036], mean action: 1.496 [0.000, 3.000],  loss: 12.631593, mse: 2844.595994, mean_q: 35.803844, mean_eps: 0.682294
  53115/150000: episode: 530, duration: 0.731s, episode steps: 104, steps per second: 142, episode reward:  2.412, mean reward:  0.023 [-100.000, 15.637], mean action: 1.654 [0.000, 3.000],  loss: 15.562970, mse: 2937.036760, mean_q: 37.571656, mean_eps: 0.681625
  53195/150000: episode: 531, duration: 0.622s, episode steps:  80, steps per second: 129, episode reward: -83.711, mean reward: -1.046 [-100.000,  7.049], mean action: 1.725 [0.000, 3.000],  loss: 10.507121, mse: 2875.971765, mean_q: 36.867707, mean_eps: 0.681073
  53315/150000: episode: 532, duration: 0.871s, episode steps: 120, steps per second: 138, episode reward: -130.570, mean reward: -1.088 [-100.000, 11.725], mean action: 1.408 [0.000, 3.000],  loss: 21.278478, mse: 2838.565363, mean_q: 36.240639, mean_eps: 0.680473
  53442/150000: episode: 533, duration: 0.950s, episode steps: 127, steps per second: 134, episode reward: -78.544, mean reward: -0.618 [-100.000, 12.935], mean action: 1.378 [0.000, 3.000],  loss: 11.272083, mse: 2881.928545, mean_q: 36.722484, mean_eps: 0.679732
  53547/150000: episode: 534, duration: 0.772s, episode steps: 105, steps per second: 136, episode reward: -85.470, mean reward: -0.814 [-100.000,  6.668], mean action: 1.552 [0.000, 3.000],  loss: 11.860769, mse: 2867.040199, mean_q: 36.835179, mean_eps: 0.679036
