Training for 150000 steps ...
     92/150000: episode: 1, duration: 0.205s, episode steps:  92, steps per second: 448, episode reward: -88.329, mean reward: -0.960 [-100.000, 12.252], mean action: 1.391 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
  14242/150000: episode: 156, duration: 0.901s, episode steps: 105, steps per second: 116, episode reward: -89.989, mean reward: -0.857 [-100.000, 16.306], mean action: 1.495 [0.000, 3.000],  loss: 14.464206, mse: 4026.985372, mean_q: 54.158642, mean_eps: 0.914866
  14321/150000: episode: 157, duration: 0.658s, episode steps:  79, steps per second: 120, episode reward: -38.672, mean reward: -0.490 [-100.000, 28.387], mean action: 1.418 [0.000, 3.000],  loss: 14.453337, mse: 4174.264216, mean_q: 55.210118, mean_eps: 0.914314
  14470/150000: episode: 158, duration: 1.323s, episode steps: 149, steps per second: 113, episode reward: -138.787, mean reward: -0.931 [-100.000,  7.453], mean action: 1.591 [0.000, 3.000],  loss: 10.994024, mse: 4190.346288, mean_q: 56.111920, mean_eps: 0.913630
  14569/150000: episode: 159, duration: 1.224s, episode steps:  99, steps per second:  81, episode reward: -101.700, mean reward: -1.027 [-100.000, 11.131], mean action: 1.434 [0.000, 3.000],  loss: 15.227618, mse: 4247.040806, mean_q: 56.042113, mean_eps: 0.912886
  14645/150000: episode: 160, duration: 0.885s, episode steps:  76, steps per second:  86, episode reward: -77.408, mean reward: -1.019 [-100.000, 12.925], mean action: 1.539 [0.000, 3.000],  loss: 10.413755, mse: 4200.532448, mean_q: 55.793870, mean_eps: 0.912361
  14724/150000: episode: 161, duration: 0.839s, episode steps:  79, steps per second:  94, episode reward: -107.985, mean reward: -1.367 [-100.000,  8.670], mean action: 1.709 [0.000, 3.000],  loss: 7.869495, mse: 4139.650060, mean_q: 56.288944, mean_eps: 0.911896
  14836/150000: episode: 162, duration: 1.032s, episode steps: 112, steps per second: 109, episode reward: -211.226, mean reward: -1.886 [-100.000,  5.866], mean action: 1.509 [0.000, 3.000],  loss: 11.971802, mse: 4313.059154, mean_q: 56.803288, mean_eps: 0.911323
  14920/150000: episode: 163, duration: 0.904s, episode steps:  84, steps per second:  93, episode reward: -146.529, mean reward: -1.744 [-100.000, 16.024], mean action: 1.631 [0.000, 3.000],  loss: 19.023624, mse: 4334.384184, mean_q: 56.660432, mean_eps: 0.910735
  14996/150000: episode: 164, duration: 0.785s, episode steps:  76, steps per second:  97, episode reward: -95.048, mean reward: -1.251 [-100.000,  6.137], mean action: 1.724 [0.000, 3.000],  loss: 21.358466, mse: 4292.436578, mean_q: 56.623180, mean_eps: 0.910255
  15057/150000: episode: 165, duration: 0.613s, episode steps:  61, steps per second:  99, episode reward: -73.781, mean reward: -1.210 [-100.000,  5.161], mean action: 1.787 [0.000, 3.000],  loss: 10.494383, mse: 4304.906602, mean_q: 57.522600, mean_eps: 0.909844
  15146/150000: episode: 166, duration: 1.060s, episode steps:  89, steps per second:  84, episode reward: -170.657, mean reward: -1.917 [-100.000, 59.435], mean action: 1.562 [0.000, 3.000],  loss: 14.575930, mse: 4200.350800, mean_q: 56.302348, mean_eps: 0.909394
  15290/150000: episode: 167, duration: 1.634s, episode steps: 144, steps per second:  88, episode reward: -97.240, mean reward: -0.675 [-100.000,  8.471], mean action: 1.646 [0.000, 3.000],  loss: 13.750825, mse: 4249.682288, mean_q: 56.690659, mean_eps: 0.908695
  15355/150000: episode: 168, duration: 0.750s, episode steps:  65, steps per second:  87, episode reward: -94.690, mean reward: -1.457 [-100.000, 10.725], mean action: 1.631 [0.000, 3.000],  loss: 13.222451, mse: 4274.739772, mean_q: 56.629552, mean_eps: 0.908068
  15469/150000: episode: 169, duration: 1.059s, episode steps: 114, steps per second: 108, episode reward: -100.673, mean reward: -0.883 [-100.000, 12.451], mean action: 1.553 [0.000, 3.000],  loss: 9.173012, mse: 4287.153830, mean_q: 56.774163, mean_eps: 0.907531
  15530/150000: episode: 170, duration: 0.712s, episode steps:  61, steps per second:  86, episode reward: -94.335, mean reward: -1.546 [-100.000, 14.276], mean action: 1.475 [0.000, 3.000],  loss: 9.456076, mse: 4387.103844, mean_q: 57.744407, mean_eps: 0.907006
  15614/150000: episode: 171, duration: 0.951s, episode steps:  84, steps per second:  88, episode reward: -168.135, mean reward: -2.002 [-100.000, 27.791], mean action: 1.393 [0.000, 3.000],  loss: 9.912892, mse: 4349.021467, mean_q: 57.108744, mean_eps: 0.906571
  15740/150000: episode: 172, duration: 1.302s, episode steps: 126, steps per second:  97, episode reward: -136.598, mean reward: -1.084 [-100.000,  6.567], mean action: 1.540 [0.000, 3.000],  loss: 17.214858, mse: 4329.117492, mean_q: 57.365360, mean_eps: 0.905941
  15817/150000: episode: 173, duration: 0.649s, episode steps:  77, steps per second: 119, episode reward: -84.821, mean reward: -1.102 [-100.000, 12.061], mean action: 1.532 [0.000, 3.000],  loss: 15.081532, mse: 4308.837076, mean_q: 57.091517, mean_eps: 0.905332
  15880/150000: episode: 174, duration: 0.548s, episode steps:  63, steps per second: 115, episode reward: -63.028, mean reward: -1.000 [-100.000, 25.282], mean action: 1.683 [0.000, 3.000],  loss: 13.340471, mse: 4343.060345, mean_q: 57.744099, mean_eps: 0.904912
  15987/150000: episode: 175, duration: 0.926s, episode steps: 107, steps per second: 116, episode reward: -257.186, mean reward: -2.404 [-100.000,  0.677], mean action: 1.383 [0.000, 3.000],  loss: 23.455620, mse: 4364.758207, mean_q: 57.682953, mean_eps: 0.904402
  16059/150000: episode: 176, duration: 0.576s, episode steps:  72, steps per second: 125, episode reward: -150.400, mean reward: -2.089 [-100.000, 17.300], mean action: 1.514 [0.000, 3.000],  loss: 12.979760, mse: 4461.197832, mean_q: 58.272399, mean_eps: 0.903865
  16117/150000: episode: 177, duration: 0.494s, episode steps:  58, steps per second: 118, episode reward: -104.460, mean reward: -1.801 [-100.000, 10.284], mean action: 1.190 [0.000, 3.000],  loss: 12.125274, mse: 4525.537109, mean_q: 58.516712, mean_eps: 0.903475
  16199/150000: episode: 178, duration: 0.661s, episode steps:  82, steps per second: 124, episode reward: -104.782, mean reward: -1.278 [-100.000, 24.914], mean action: 1.256 [0.000, 3.000],  loss: 17.565560, mse: 4542.633307, mean_q: 58.620662, mean_eps: 0.903055
  16296/150000: episode: 179, duration: 0.796s, episode steps:  97, steps per second: 122, episode reward: -113.433, mean reward: -1.169 [-100.000, 13.229], mean action: 1.639 [0.000, 3.000],  loss: 14.390779, mse: 4450.693254, mean_q: 58.026176, mean_eps: 0.902518
  16361/150000: episode: 180, duration: 0.538s, episode steps:  65, steps per second: 121, episode reward: -64.304, mean reward: -0.989 [-100.000,  7.904], mean action: 1.492 [0.000, 3.000],  loss: 14.592732, mse: 4487.175868, mean_q: 58.842110, mean_eps: 0.902032
  16468/150000: episode: 181, duration: 0.890s, episode steps: 107, steps per second: 120, episode reward: -191.285, mean reward: -1.788 [-100.000,  7.902], mean action: 1.617 [0.000, 3.000],  loss: 18.706533, mse: 4467.458713, mean_q: 57.317345, mean_eps: 0.901516
  16572/150000: episode: 182, duration: 0.862s, episode steps: 104, steps per second: 121, episode reward: -66.813, mean reward: -0.642 [-100.000, 15.144], mean action: 1.423 [0.000, 3.000],  loss: 15.785490, mse: 4492.975898, mean_q: 57.888303, mean_eps: 0.900883
  16681/150000: episode: 183, duration: 0.887s, episode steps: 109, steps per second: 123, episode reward: -129.524, mean reward: -1.188 [-100.000,  6.489], mean action: 1.495 [0.000, 3.000],  loss: 11.485446, mse: 4622.924939, mean_q: 59.069742, mean_eps: 0.900244
  16775/150000: episode: 184, duration: 0.813s, episode steps:  94, steps per second: 116, episode reward: -74.458, mean reward: -0.792 [-100.000, 13.169], mean action: 1.617 [0.000, 3.000],  loss: 15.002838, mse: 4621.006145, mean_q: 58.757178, mean_eps: 0.899635
  16858/150000: episode: 185, duration: 0.669s, episode steps:  83, steps per second: 124, episode reward: -121.307, mean reward: -1.462 [-100.000, 23.824], mean action: 1.518 [0.000, 3.000],  loss: 20.069526, mse: 4553.155991, mean_q: 59.228875, mean_eps: 0.899104
  16924/150000: episode: 186, duration: 0.515s, episode steps:  66, steps per second: 128, episode reward: -105.562, mean reward: -1.599 [-100.000,  6.702], mean action: 1.606 [0.000, 3.000],  loss: 15.023585, mse: 4498.867487, mean_q: 58.377074, mean_eps: 0.898657
  17067/150000: episode: 187, duration: 1.193s, episode steps: 143, steps per second: 120, episode reward: -27.026, mean reward: -0.189 [-100.000, 19.288], mean action: 1.573 [0.000, 3.000],  loss: 13.902063, mse: 4544.663069, mean_q: 58.080869, mean_eps: 0.898030
  17156/150000: episode: 188, duration: 0.711s, episode steps:  89, steps per second: 125, episode reward: -129.833, mean reward: -1.459 [-100.000,  5.567], mean action: 1.461 [0.000, 3.000],  loss: 15.091853, mse: 4657.438263, mean_q: 59.151085, mean_eps: 0.897334
  17220/150000: episode: 189, duration: 0.526s, episode steps:  64, steps per second: 122, episode reward: -184.844, mean reward: -2.888 [-100.000,  3.860], mean action: 1.516 [0.000, 3.000],  loss: 16.264098, mse: 4612.917007, mean_q: 58.461991, mean_eps: 0.896875
  17296/150000: episode: 190, duration: 0.641s, episode steps:  76, steps per second: 119, episode reward: -88.265, mean reward: -1.161 [-100.000,  9.144], mean action: 1.355 [0.000, 3.000],  loss: 7.895362, mse: 4664.677320, mean_q: 59.623846, mean_eps: 0.896455
  17425/150000: episode: 191, duration: 1.032s, episode steps: 129, steps per second: 125, episode reward:  5.608, mean reward:  0.043 [-100.000, 115.427], mean action: 1.465 [0.000, 3.000],  loss: 12.401769, mse: 4762.981394, mean_q: 59.908553, mean_eps: 0.895840
  17522/150000: episode: 192, duration: 0.808s, episode steps:  97, steps per second: 120, episode reward: -31.327, mean reward: -0.323 [-100.000,  8.177], mean action: 1.536 [0.000, 3.000],  loss: 12.197014, mse: 4719.130497, mean_q: 59.805054, mean_eps: 0.895162
  17591/150000: episode: 193, duration: 0.565s, episode steps:  69, steps per second: 122, episode reward: -88.583, mean reward: -1.284 [-100.000,  6.722], mean action: 1.667 [0.000, 3.000],  loss: 7.353837, mse: 4622.678778, mean_q: 58.279133, mean_eps: 0.894664
  17680/150000: episode: 194, duration: 0.704s, episode steps:  89, steps per second: 126, episode reward: -146.197, mean reward: -1.643 [-100.000,  6.571], mean action: 1.663 [0.000, 3.000],  loss: 12.023736, mse: 4821.698346, mean_q: 59.616150, mean_eps: 0.894190
  17753/150000: episode: 195, duration: 0.587s, episode steps:  73, steps per second: 124, episode reward: -115.573, mean reward: -1.583 [-100.000,  7.374], mean action: 1.562 [0.000, 3.000],  loss: 16.978217, mse: 4746.871321, mean_q: 59.685756, mean_eps: 0.893704
  17858/150000: episode: 196, duration: 0.912s, episode steps: 105, steps per second: 115, episode reward: -119.789, mean reward: -1.141 [-100.000, 87.795], mean action: 1.648 [0.000, 3.000],  loss: 9.903748, mse: 4720.262179, mean_q: 60.106657, mean_eps: 0.893170
  17952/150000: episode: 197, duration: 0.832s, episode steps:  94, steps per second: 113, episode reward: -251.639, mean reward: -2.677 [-100.000,  0.598], mean action: 1.670 [0.000, 3.000],  loss: 9.000276, mse: 4791.943292, mean_q: 59.945836, mean_eps: 0.892573
  18052/150000: episode: 198, duration: 0.837s, episode steps: 100, steps per second: 119, episode reward: -217.680, mean reward: -2.177 [-100.000,  7.667], mean action: 1.640 [0.000, 3.000],  loss: 19.425753, mse: 4990.255249, mean_q: 61.321741, mean_eps: 0.891991
  18184/150000: episode: 199, duration: 1.069s, episode steps: 132, steps per second: 123, episode reward: -56.225, mean reward: -0.426 [-100.000, 61.529], mean action: 1.515 [0.000, 3.000],  loss: 11.857978, mse: 5017.711117, mean_q: 61.970041, mean_eps: 0.891295
  18281/150000: episode: 200, duration: 0.782s, episode steps:  97, steps per second: 124, episode reward: -64.210, mean reward: -0.662 [-100.000, 12.357], mean action: 1.546 [0.000, 3.000],  loss: 14.923703, mse: 4971.915842, mean_q: 61.664303, mean_eps: 0.890608
  18418/150000: episode: 201, duration: 1.168s, episode steps: 137, steps per second: 117, episode reward: -346.913, mean reward: -2.532 [-100.000, 67.712], mean action: 1.423 [0.000, 3.000],  loss: 16.072415, mse: 5072.350752, mean_q: 61.878360, mean_eps: 0.889906
  18517/150000: episode: 202, duration: 0.789s, episode steps:  99, steps per second: 125, episode reward: -119.362, mean reward: -1.206 [-100.000,  8.238], mean action: 1.525 [0.000, 3.000],  loss: 12.575201, mse: 5112.287595, mean_q: 62.860337, mean_eps: 0.889198
  18621/150000: episode: 203, duration: 1.037s, episode steps: 104, steps per second: 100, episode reward: -84.292, mean reward: -0.810 [-100.000,  7.530], mean action: 1.596 [0.000, 3.000],  loss: 13.022994, mse: 5189.448672, mean_q: 63.226902, mean_eps: 0.888589
  18680/150000: episode: 204, duration: 0.655s, episode steps:  59, steps per second:  90, episode reward: -105.508, mean reward: -1.788 [-100.000,  9.354], mean action: 1.407 [0.000, 3.000],  loss: 15.723062, mse: 5359.571790, mean_q: 63.874441, mean_eps: 0.888100
  18754/150000: episode: 205, duration: 0.877s, episode steps:  74, steps per second:  84, episode reward: -112.188, mean reward: -1.516 [-100.000, 16.475], mean action: 1.473 [0.000, 3.000],  loss: 11.271044, mse: 5099.524510, mean_q: 62.553377, mean_eps: 0.887701
  18858/150000: episode: 206, duration: 0.928s, episode steps: 104, steps per second: 112, episode reward: -141.190, mean reward: -1.358 [-100.000,  5.848], mean action: 1.635 [0.000, 3.000],  loss: 18.146873, mse: 5193.445503, mean_q: 63.157625, mean_eps: 0.887167
  18968/150000: episode: 207, duration: 0.893s, episode steps: 110, steps per second: 123, episode reward: -193.854, mean reward: -1.762 [-100.000,  4.955], mean action: 1.536 [0.000, 3.000],  loss: 20.792583, mse: 5154.942873, mean_q: 62.807468, mean_eps: 0.886525
  19058/150000: episode: 208, duration: 0.771s, episode steps:  90, steps per second: 117, episode reward: -110.594, mean reward: -1.229 [-100.000,  7.338], mean action: 1.533 [0.000, 3.000],  loss: 21.896984, mse: 5134.976790, mean_q: 62.374480, mean_eps: 0.885925
  19140/150000: episode: 209, duration: 0.677s, episode steps:  82, steps per second: 121, episode reward: -166.982, mean reward: -2.036 [-100.000, 44.290], mean action: 1.683 [0.000, 3.000],  loss: 23.748308, mse: 5288.552657, mean_q: 63.747909, mean_eps: 0.885409
  19256/150000: episode: 210, duration: 1.083s, episode steps: 116, steps per second: 107, episode reward: -278.746, mean reward: -2.403 [-100.000,  5.883], mean action: 1.543 [0.000, 3.000],  loss: 13.521142, mse: 5234.000192, mean_q: 62.786049, mean_eps: 0.884815
  19327/150000: episode: 211, duration: 0.619s, episode steps:  71, steps per second: 115, episode reward: -95.634, mean reward: -1.347 [-100.000, 20.253], mean action: 1.563 [0.000, 3.000],  loss: 12.752412, mse: 5294.048202, mean_q: 63.880697, mean_eps: 0.884254
  19488/150000: episode: 212, duration: 1.338s, episode steps: 161, steps per second: 120, episode reward: -35.529, mean reward: -0.221 [-100.000, 92.982], mean action: 1.590 [0.000, 3.000],  loss: 13.366189, mse: 5329.520020, mean_q: 63.574286, mean_eps: 0.883558
  19560/150000: episode: 213, duration: 0.626s, episode steps:  72, steps per second: 115, episode reward: -0.261, mean reward: -0.004 [-100.000, 61.885], mean action: 1.500 [0.000, 3.000],  loss: 21.377489, mse: 5303.765744, mean_q: 63.920648, mean_eps: 0.882859
  19649/150000: episode: 214, duration: 0.724s, episode steps:  89, steps per second: 123, episode reward: -78.622, mean reward: -0.883 [-100.000,  6.771], mean action: 1.393 [0.000, 3.000],  loss: 15.268321, mse: 5305.026521, mean_q: 63.596567, mean_eps: 0.882376
  19758/150000: episode: 215, duration: 0.958s, episode steps: 109, steps per second: 114, episode reward: -119.024, mean reward: -1.092 [-100.000, 11.005], mean action: 1.450 [0.000, 3.000],  loss: 22.458490, mse: 5362.813342, mean_q: 63.640965, mean_eps: 0.881782
  19843/150000: episode: 216, duration: 0.832s, episode steps:  85, steps per second: 102, episode reward: -144.326, mean reward: -1.698 [-100.000, 11.211], mean action: 1.518 [0.000, 3.000],  loss: 15.986581, mse: 5405.011098, mean_q: 64.547733, mean_eps: 0.881200
  19933/150000: episode: 217, duration: 0.775s, episode steps:  90, steps per second: 116, episode reward: -122.633, mean reward: -1.363 [-100.000,  7.395], mean action: 1.489 [0.000, 3.000],  loss: 24.778283, mse: 5325.267733, mean_q: 63.521940, mean_eps: 0.880675
  20048/150000: episode: 218, duration: 0.977s, episode steps: 115, steps per second: 118, episode reward: -86.854, mean reward: -0.755 [-100.000, 15.324], mean action: 1.600 [0.000, 3.000],  loss: 19.332009, mse: 5368.979936, mean_q: 64.111388, mean_eps: 0.880060
  20184/150000: episode: 219, duration: 1.155s, episode steps: 136, steps per second: 118, episode reward: -33.046, mean reward: -0.243 [-100.000, 106.419], mean action: 1.779 [0.000, 3.000],  loss: 9.379124, mse: 5455.803363, mean_q: 65.198675, mean_eps: 0.879307
  20307/150000: episode: 220, duration: 1.057s, episode steps: 123, steps per second: 116, episode reward: -195.539, mean reward: -1.590 [-100.000, 18.115], mean action: 1.504 [0.000, 3.000],  loss: 16.273803, mse: 5417.292133, mean_q: 63.950891, mean_eps: 0.878530
  20398/150000: episode: 221, duration: 0.735s, episode steps:  91, steps per second: 124, episode reward: -142.868, mean reward: -1.570 [-100.000,  8.004], mean action: 1.440 [0.000, 3.000],  loss: 10.890156, mse: 5327.603250, mean_q: 64.004639, mean_eps: 0.877888
  20512/150000: episode: 222, duration: 0.960s, episode steps: 114, steps per second: 119, episode reward: -214.174, mean reward: -1.879 [-100.000,  8.001], mean action: 1.667 [0.000, 3.000],  loss: 11.732546, mse: 5584.700247, mean_q: 65.638235, mean_eps: 0.877273
  20592/150000: episode: 223, duration: 0.734s, episode steps:  80, steps per second: 109, episode reward: -302.810, mean reward: -3.785 [-100.000, 41.947], mean action: 1.350 [0.000, 3.000],  loss: 17.611822, mse: 5358.435068, mean_q: 64.255443, mean_eps: 0.876691
  20673/150000: episode: 224, duration: 0.689s, episode steps:  81, steps per second: 117, episode reward: -40.535, mean reward: -0.500 [-100.000, 20.164], mean action: 1.642 [0.000, 3.000],  loss: 12.460603, mse: 5487.131107, mean_q: 64.890938, mean_eps: 0.876208
  20743/150000: episode: 225, duration: 0.576s, episode steps:  70, steps per second: 121, episode reward: -117.733, mean reward: -1.682 [-100.000, 11.912], mean action: 1.557 [0.000, 3.000],  loss: 8.442991, mse: 5589.164467, mean_q: 65.813078, mean_eps: 0.875755
  20882/150000: episode: 226, duration: 1.153s, episode steps: 139, steps per second: 121, episode reward: -144.152, mean reward: -1.037 [-100.000,  6.010], mean action: 1.748 [0.000, 3.000],  loss: 20.012379, mse: 5449.536324, mean_q: 64.609202, mean_eps: 0.875128
  20985/150000: episode: 227, duration: 0.837s, episode steps: 103, steps per second: 123, episode reward: -169.182, mean reward: -1.643 [-100.000, 13.520], mean action: 1.495 [0.000, 3.000],  loss: 19.132924, mse: 5455.196678, mean_q: 64.464227, mean_eps: 0.874402
  21094/150000: episode: 228, duration: 1.032s, episode steps: 109, steps per second: 106, episode reward: -42.011, mean reward: -0.385 [-100.000, 41.958], mean action: 1.771 [0.000, 3.000],  loss: 22.112353, mse: 5447.135464, mean_q: 65.450986, mean_eps: 0.873766
  21197/150000: episode: 229, duration: 0.912s, episode steps: 103, steps per second: 113, episode reward: -99.167, mean reward: -0.963 [-100.000, 11.518], mean action: 1.650 [0.000, 3.000],  loss: 17.086929, mse: 5399.839903, mean_q: 64.986494, mean_eps: 0.873130
  21315/150000: episode: 230, duration: 1.052s, episode steps: 118, steps per second: 112, episode reward: -80.980, mean reward: -0.686 [-100.000,  6.872], mean action: 1.602 [0.000, 3.000],  loss: 14.925104, mse: 5332.161000, mean_q: 64.331406, mean_eps: 0.872467
  21373/150000: episode: 231, duration: 0.517s, episode steps:  58, steps per second: 112, episode reward: -67.824, mean reward: -1.169 [-100.000,  8.942], mean action: 1.569 [0.000, 3.000],  loss: 16.791770, mse: 5466.616000, mean_q: 64.603593, mean_eps: 0.871939
  21438/150000: episode: 232, duration: 0.529s, episode steps:  65, steps per second: 123, episode reward: -76.553, mean reward: -1.178 [-100.000,  7.191], mean action: 1.662 [0.000, 3.000],  loss: 16.656027, mse: 5394.111779, mean_q: 64.670938, mean_eps: 0.871570
  21564/150000: episode: 233, duration: 1.046s, episode steps: 126, steps per second: 120, episode reward: -66.549, mean reward: -0.528 [-100.000, 13.750], mean action: 1.548 [0.000, 3.000],  loss: 14.327083, mse: 5397.078697, mean_q: 64.698689, mean_eps: 0.870997
  21634/150000: episode: 234, duration: 0.562s, episode steps:  70, steps per second: 125, episode reward: -60.548, mean reward: -0.865 [-100.000, 13.001], mean action: 1.514 [0.000, 3.000],  loss: 12.479017, mse: 5408.914526, mean_q: 65.091848, mean_eps: 0.870409
  21747/150000: episode: 235, duration: 0.928s, episode steps: 113, steps per second: 122, episode reward: -116.235, mean reward: -1.029 [-100.000, 11.318], mean action: 1.504 [0.000, 3.000],  loss: 24.302179, mse: 5445.945494, mean_q: 65.365844, mean_eps: 0.869860
  21841/150000: episode: 236, duration: 0.804s, episode steps:  94, steps per second: 117, episode reward: -99.866, mean reward: -1.062 [-100.000, 15.531], mean action: 1.628 [0.000, 3.000],  loss: 16.035812, mse: 5421.641531, mean_q: 65.257129, mean_eps: 0.869239
  21906/150000: episode: 237, duration: 0.526s, episode steps:  65, steps per second: 124, episode reward: -153.594, mean reward: -2.363 [-100.000,  7.648], mean action: 1.554 [0.000, 3.000],  loss: 13.336491, mse: 5591.384604, mean_q: 66.300268, mean_eps: 0.868762
  21990/150000: episode: 238, duration: 0.677s, episode steps:  84, steps per second: 124, episode reward: -63.003, mean reward: -0.750 [-100.000, 18.439], mean action: 1.619 [0.000, 3.000],  loss: 12.536664, mse: 5452.331249, mean_q: 65.249074, mean_eps: 0.868315
  22094/150000: episode: 239, duration: 0.887s, episode steps: 104, steps per second: 117, episode reward: -124.465, mean reward: -1.197 [-100.000,  9.039], mean action: 1.712 [0.000, 3.000],  loss: 23.304272, mse: 5314.063312, mean_q: 64.728121, mean_eps: 0.867751
  22160/150000: episode: 240, duration: 0.541s, episode steps:  66, steps per second: 122, episode reward: -89.340, mean reward: -1.354 [-100.000,  9.966], mean action: 1.621 [0.000, 3.000],  loss: 14.408776, mse: 5357.005116, mean_q: 65.074633, mean_eps: 0.867241
  22238/150000: episode: 241, duration: 0.622s, episode steps:  78, steps per second: 125, episode reward: -86.870, mean reward: -1.114 [-100.000,  6.413], mean action: 1.705 [0.000, 3.000],  loss: 19.141521, mse: 5399.576604, mean_q: 65.605781, mean_eps: 0.866809
  22315/150000: episode: 242, duration: 0.621s, episode steps:  77, steps per second: 124, episode reward: -93.032, mean reward: -1.208 [-100.000,  8.046], mean action: 1.286 [0.000, 3.000],  loss: 22.224334, mse: 5342.292484, mean_q: 63.643631, mean_eps: 0.866344
  22375/150000: episode: 243, duration: 0.531s, episode steps:  60, steps per second: 113, episode reward: -153.804, mean reward: -2.563 [-100.000,  5.287], mean action: 1.400 [0.000, 3.000],  loss: 13.511347, mse: 5349.074398, mean_q: 64.371753, mean_eps: 0.865933
  22455/150000: episode: 244, duration: 0.658s, episode steps:  80, steps per second: 121, episode reward: -9.170, mean reward: -0.115 [-100.000, 18.224], mean action: 1.538 [0.000, 3.000],  loss: 26.753555, mse: 5261.729626, mean_q: 63.698807, mean_eps: 0.865513
  22540/150000: episode: 245, duration: 0.682s, episode steps:  85, steps per second: 125, episode reward: -41.956, mean reward: -0.494 [-100.000, 23.743], mean action: 1.588 [0.000, 3.000],  loss: 32.696342, mse: 5467.834013, mean_q: 65.368291, mean_eps: 0.865018
  22663/150000: episode: 246, duration: 1.031s, episode steps: 123, steps per second: 119, episode reward: -232.413, mean reward: -1.890 [-100.000,  7.890], mean action: 1.569 [0.000, 3.000],  loss: 13.615739, mse: 5421.985612, mean_q: 65.674720, mean_eps: 0.864394
  22760/150000: episode: 247, duration: 0.991s, episode steps:  97, steps per second:  98, episode reward: -79.398, mean reward: -0.819 [-100.000,  7.722], mean action: 1.505 [0.000, 3.000],  loss: 18.198155, mse: 5518.154611, mean_q: 65.511514, mean_eps: 0.863734
  22870/150000: episode: 248, duration: 1.096s, episode steps: 110, steps per second: 100, episode reward: -171.906, mean reward: -1.563 [-100.000,  8.754], mean action: 1.518 [0.000, 3.000],  loss: 13.336495, mse: 5524.855205, mean_q: 65.877811, mean_eps: 0.863113
  23008/150000: episode: 249, duration: 1.243s, episode steps: 138, steps per second: 111, episode reward: -129.909, mean reward: -0.941 [-100.000,  6.064], mean action: 1.703 [0.000, 3.000],  loss: 23.355082, mse: 5550.757108, mean_q: 66.156234, mean_eps: 0.862369
  23087/150000: episode: 250, duration: 0.755s, episode steps:  79, steps per second: 105, episode reward: -60.356, mean reward: -0.764 [-100.000,  8.757], mean action: 1.823 [0.000, 3.000],  loss: 20.319305, mse: 5675.563884, mean_q: 66.993223, mean_eps: 0.861718
  23167/150000: episode: 251, duration: 0.720s, episode steps:  80, steps per second: 111, episode reward: -104.771, mean reward: -1.310 [-100.000, 13.347], mean action: 1.575 [0.000, 3.000],  loss: 11.488035, mse: 5693.753046, mean_q: 68.118013, mean_eps: 0.861241
  23254/150000: episode: 252, duration: 0.763s, episode steps:  87, steps per second: 114, episode reward: -106.336, mean reward: -1.222 [-100.000, 32.551], mean action: 1.540 [0.000, 3.000],  loss: 16.574849, mse: 5676.300489, mean_q: 67.526754, mean_eps: 0.860740
  23357/150000: episode: 253, duration: 0.899s, episode steps: 103, steps per second: 115, episode reward: -64.650, mean reward: -0.628 [-100.000, 17.194], mean action: 1.563 [0.000, 3.000],  loss: 16.530052, mse: 5655.714531, mean_q: 67.928820, mean_eps: 0.860170
  23421/150000: episode: 254, duration: 0.595s, episode steps:  64, steps per second: 108, episode reward: -67.359, mean reward: -1.052 [-100.000,  8.836], mean action: 1.547 [0.000, 3.000],  loss: 9.235263, mse: 5752.443604, mean_q: 69.148053, mean_eps: 0.859669
  23498/150000: episode: 255, duration: 0.636s, episode steps:  77, steps per second: 121, episode reward: -122.372, mean reward: -1.589 [-100.000, 11.772], mean action: 1.429 [0.000, 3.000],  loss: 20.784826, mse: 5730.325164, mean_q: 68.524464, mean_eps: 0.859246
  23641/150000: episode: 256, duration: 1.226s, episode steps: 143, steps per second: 117, episode reward: -232.297, mean reward: -1.624 [-100.000, 97.986], mean action: 1.350 [0.000, 3.000],  loss: 18.136028, mse: 5928.525980, mean_q: 68.689942, mean_eps: 0.858586
  23715/150000: episode: 257, duration: 0.588s, episode steps:  74, steps per second: 126, episode reward: -95.669, mean reward: -1.293 [-100.000, 15.734], mean action: 1.554 [0.000, 3.000],  loss: 39.491872, mse: 5856.609514, mean_q: 67.891044, mean_eps: 0.857935
  23776/150000: episode: 258, duration: 0.483s, episode steps:  61, steps per second: 126, episode reward: -90.949, mean reward: -1.491 [-100.000,  5.626], mean action: 1.623 [0.000, 3.000],  loss: 20.597324, mse: 5841.089011, mean_q: 67.407993, mean_eps: 0.857530
  23856/150000: episode: 259, duration: 0.696s, episode steps:  80, steps per second: 115, episode reward: -74.818, mean reward: -0.935 [-100.000, 10.831], mean action: 1.613 [0.000, 3.000],  loss: 9.827357, mse: 5762.970386, mean_q: 67.368497, mean_eps: 0.857107
  23930/150000: episode: 260, duration: 0.605s, episode steps:  74, steps per second: 122, episode reward: -139.991, mean reward: -1.892 [-100.000, 21.046], mean action: 1.405 [0.000, 3.000],  loss: 19.767899, mse: 5916.236239, mean_q: 69.750680, mean_eps: 0.856645
