Training for 150000 steps ...
     57/150000: episode: 1, duration: 0.285s, episode steps:  57, steps per second: 200, episode reward: -90.955, mean reward: -1.596 [-100.000,  6.351], mean action: 1.421 [0.000, 3.000],  loss: --, mse: --, mean_q: --, mean_eps: --
  42875/150000: episode: 444, duration: 0.685s, episode steps:  77, steps per second: 112, episode reward: -56.976, mean reward: -0.740 [-100.000,  9.804], mean action: 1.584 [0.000, 3.000],  loss: 10.764988, mse: 2922.211036, mean_q: 34.566381, mean_eps: 0.742984
  42996/150000: episode: 445, duration: 1.121s, episode steps: 121, steps per second: 108, episode reward: -130.518, mean reward: -1.079 [-100.000,  5.935], mean action: 1.463 [0.000, 3.000],  loss: 8.307627, mse: 3028.150685, mean_q: 36.065477, mean_eps: 0.742390
  43092/150000: episode: 446, duration: 0.855s, episode steps:  96, steps per second: 112, episode reward: -98.045, mean reward: -1.021 [-100.000,  7.996], mean action: 1.625 [0.000, 3.000],  loss: 12.092931, mse: 3067.795858, mean_q: 34.418214, mean_eps: 0.741739
  43201/150000: episode: 447, duration: 0.992s, episode steps: 109, steps per second: 110, episode reward: -50.847, mean reward: -0.466 [-100.000, 22.737], mean action: 1.349 [0.000, 3.000],  loss: 14.200986, mse: 3150.222495, mean_q: 35.087853, mean_eps: 0.741124
  43319/150000: episode: 448, duration: 1.176s, episode steps: 118, steps per second: 100, episode reward: -60.571, mean reward: -0.513 [-100.000, 11.360], mean action: 1.517 [0.000, 3.000],  loss: 9.134136, mse: 3128.557205, mean_q: 35.962775, mean_eps: 0.740443
  43381/150000: episode: 449, duration: 0.572s, episode steps:  62, steps per second: 108, episode reward: -40.639, mean reward: -0.655 [-100.000,  8.151], mean action: 1.532 [0.000, 3.000],  loss: 12.423124, mse: 3140.178353, mean_q: 37.565837, mean_eps: 0.739903
  43450/150000: episode: 450, duration: 0.643s, episode steps:  69, steps per second: 107, episode reward: -56.280, mean reward: -0.816 [-100.000,  7.451], mean action: 1.493 [0.000, 3.000],  loss: 13.252947, mse: 3071.804539, mean_q: 34.789483, mean_eps: 0.739510
  43513/150000: episode: 451, duration: 0.599s, episode steps:  63, steps per second: 105, episode reward: -64.553, mean reward: -1.025 [-100.000,  6.273], mean action: 1.524 [0.000, 3.000],  loss: 7.468483, mse: 3132.246877, mean_q: 35.596846, mean_eps: 0.739114
  43641/150000: episode: 452, duration: 1.233s, episode steps: 128, steps per second: 104, episode reward: -112.518, mean reward: -0.879 [-100.000,  6.034], mean action: 1.820 [0.000, 3.000],  loss: 10.728800, mse: 3111.261250, mean_q: 35.240588, mean_eps: 0.738541
  43716/150000: episode: 453, duration: 0.769s, episode steps:  75, steps per second:  97, episode reward: -90.785, mean reward: -1.210 [-100.000,  6.922], mean action: 1.507 [0.000, 3.000],  loss: 9.922271, mse: 3196.571637, mean_q: 37.477060, mean_eps: 0.737932
  43823/150000: episode: 454, duration: 1.102s, episode steps: 107, steps per second:  97, episode reward: -114.774, mean reward: -1.073 [-100.000,  7.048], mean action: 1.673 [0.000, 3.000],  loss: 11.928066, mse: 3053.599965, mean_q: 34.923561, mean_eps: 0.737386
  43917/150000: episode: 455, duration: 0.995s, episode steps:  94, steps per second:  94, episode reward: -41.042, mean reward: -0.437 [-100.000, 11.107], mean action: 1.415 [0.000, 3.000],  loss: 8.454152, mse: 3155.196697, mean_q: 35.577950, mean_eps: 0.736783
  43982/150000: episode: 456, duration: 0.686s, episode steps:  65, steps per second:  95, episode reward: -89.641, mean reward: -1.379 [-100.000, 12.932], mean action: 1.446 [0.000, 3.000],  loss: 5.705954, mse: 3232.021402, mean_q: 37.311214, mean_eps: 0.736306
  44090/150000: episode: 457, duration: 1.126s, episode steps: 108, steps per second:  96, episode reward: -143.229, mean reward: -1.326 [-100.000,  6.807], mean action: 1.648 [0.000, 3.000],  loss: 17.272097, mse: 3176.227064, mean_q: 37.068125, mean_eps: 0.735787
  44175/150000: episode: 458, duration: 0.921s, episode steps:  85, steps per second:  92, episode reward: -71.190, mean reward: -0.838 [-100.000, 18.736], mean action: 1.400 [0.000, 3.000],  loss: 12.025203, mse: 3273.672737, mean_q: 36.925437, mean_eps: 0.735208
  44293/150000: episode: 459, duration: 1.392s, episode steps: 118, steps per second:  85, episode reward: -68.534, mean reward: -0.581 [-100.000, 77.627], mean action: 1.737 [0.000, 3.000],  loss: 8.945529, mse: 3245.990164, mean_q: 37.695077, mean_eps: 0.734599
  44408/150000: episode: 460, duration: 1.355s, episode steps: 115, steps per second:  85, episode reward: -63.011, mean reward: -0.548 [-100.000, 13.577], mean action: 1.574 [0.000, 3.000],  loss: 17.974249, mse: 3250.646580, mean_q: 37.369651, mean_eps: 0.733900
  44500/150000: episode: 461, duration: 1.075s, episode steps:  92, steps per second:  86, episode reward: -77.462, mean reward: -0.842 [-100.000, 24.110], mean action: 1.402 [0.000, 3.000],  loss: 14.461650, mse: 3214.887318, mean_q: 38.421870, mean_eps: 0.733279
  44580/150000: episode: 462, duration: 0.872s, episode steps:  80, steps per second:  92, episode reward: -46.985, mean reward: -0.587 [-100.000, 17.127], mean action: 1.725 [0.000, 3.000],  loss: 8.653370, mse: 3200.599036, mean_q: 36.033042, mean_eps: 0.732763
  44693/150000: episode: 463, duration: 1.291s, episode steps: 113, steps per second:  88, episode reward: -106.562, mean reward: -0.943 [-100.000, 18.611], mean action: 1.566 [0.000, 3.000],  loss: 12.390722, mse: 3279.483146, mean_q: 37.557234, mean_eps: 0.732184
  44762/150000: episode: 464, duration: 0.668s, episode steps:  69, steps per second: 103, episode reward: -56.768, mean reward: -0.823 [-100.000, 11.909], mean action: 1.623 [0.000, 3.000],  loss: 9.344792, mse: 3254.286218, mean_q: 37.373729, mean_eps: 0.731638
  44891/150000: episode: 465, duration: 1.196s, episode steps: 129, steps per second: 108, episode reward: -27.815, mean reward: -0.216 [-100.000, 17.162], mean action: 1.698 [0.000, 3.000],  loss: 11.838599, mse: 3312.542704, mean_q: 37.302076, mean_eps: 0.731044
  45009/150000: episode: 466, duration: 1.107s, episode steps: 118, steps per second: 107, episode reward: -219.632, mean reward: -1.861 [-100.000,  4.396], mean action: 1.780 [0.000, 3.000],  loss: 13.557454, mse: 3265.922856, mean_q: 36.314616, mean_eps: 0.730303
  45095/150000: episode: 467, duration: 0.789s, episode steps:  86, steps per second: 109, episode reward: -80.646, mean reward: -0.938 [-100.000,  9.475], mean action: 1.605 [0.000, 3.000],  loss: 10.833846, mse: 3417.910179, mean_q: 37.859293, mean_eps: 0.729691
  45187/150000: episode: 468, duration: 1.018s, episode steps:  92, steps per second:  90, episode reward: -46.828, mean reward: -0.509 [-100.000, 15.092], mean action: 1.609 [0.000, 3.000],  loss: 10.317984, mse: 3426.400807, mean_q: 39.296211, mean_eps: 0.729157
  45310/150000: episode: 469, duration: 1.145s, episode steps: 123, steps per second: 107, episode reward: -71.190, mean reward: -0.579 [-100.000, 17.571], mean action: 1.341 [0.000, 3.000],  loss: 7.536599, mse: 3429.033568, mean_q: 37.601502, mean_eps: 0.728512
  45407/150000: episode: 470, duration: 0.900s, episode steps:  97, steps per second: 108, episode reward: -112.087, mean reward: -1.156 [-100.000,  9.850], mean action: 1.351 [0.000, 3.000],  loss: 12.961215, mse: 3419.748080, mean_q: 36.824625, mean_eps: 0.727852
  45486/150000: episode: 471, duration: 0.695s, episode steps:  79, steps per second: 114, episode reward: -43.087, mean reward: -0.545 [-100.000,  6.142], mean action: 1.785 [0.000, 3.000],  loss: 10.667492, mse: 3442.689691, mean_q: 37.051533, mean_eps: 0.727324
  45612/150000: episode: 472, duration: 1.171s, episode steps: 126, steps per second: 108, episode reward: -68.855, mean reward: -0.546 [-100.000, 10.614], mean action: 1.516 [0.000, 3.000],  loss: 11.542019, mse: 3401.715937, mean_q: 38.389037, mean_eps: 0.726709
  45714/150000: episode: 473, duration: 1.027s, episode steps: 102, steps per second:  99, episode reward: -184.765, mean reward: -1.811 [-100.000, 18.591], mean action: 1.657 [0.000, 3.000],  loss: 13.133252, mse: 3405.065054, mean_q: 38.191839, mean_eps: 0.726025
  45790/150000: episode: 474, duration: 0.711s, episode steps:  76, steps per second: 107, episode reward: -72.702, mean reward: -0.957 [-100.000,  9.901], mean action: 1.539 [0.000, 3.000],  loss: 6.868975, mse: 3382.610573, mean_q: 38.624828, mean_eps: 0.725491
  45854/150000: episode: 475, duration: 0.611s, episode steps:  64, steps per second: 105, episode reward: -24.275, mean reward: -0.379 [-100.000, 16.230], mean action: 1.781 [0.000, 3.000],  loss: 12.523949, mse: 3487.514153, mean_q: 39.037316, mean_eps: 0.725071
  45945/150000: episode: 476, duration: 0.820s, episode steps:  91, steps per second: 111, episode reward: -82.088, mean reward: -0.902 [-100.000,  7.672], mean action: 1.516 [0.000, 3.000],  loss: 8.966018, mse: 3406.430160, mean_q: 37.876489, mean_eps: 0.724606
  46081/150000: episode: 477, duration: 1.230s, episode steps: 136, steps per second: 111, episode reward: -188.997, mean reward: -1.390 [-100.000, 35.006], mean action: 1.537 [0.000, 3.000],  loss: 8.566346, mse: 3466.988782, mean_q: 37.999387, mean_eps: 0.723925
  46193/150000: episode: 478, duration: 1.039s, episode steps: 112, steps per second: 108, episode reward: -92.661, mean reward: -0.827 [-100.000,  8.408], mean action: 1.545 [0.000, 3.000],  loss: 9.398062, mse: 3492.871961, mean_q: 37.348311, mean_eps: 0.723181
  46275/150000: episode: 479, duration: 0.898s, episode steps:  82, steps per second:  91, episode reward: -28.881, mean reward: -0.352 [-100.000, 11.525], mean action: 1.695 [0.000, 3.000],  loss: 8.551666, mse: 3500.785430, mean_q: 37.313958, mean_eps: 0.722599
  46359/150000: episode: 480, duration: 0.902s, episode steps:  84, steps per second:  93, episode reward: -102.330, mean reward: -1.218 [-100.000, 10.641], mean action: 1.619 [0.000, 3.000],  loss: 18.426249, mse: 3563.636103, mean_q: 39.396765, mean_eps: 0.722101
  46462/150000: episode: 481, duration: 1.039s, episode steps: 103, steps per second:  99, episode reward: -92.913, mean reward: -0.902 [-100.000, 10.497], mean action: 1.631 [0.000, 3.000],  loss: 12.245312, mse: 3478.879653, mean_q: 38.070612, mean_eps: 0.721540
  46563/150000: episode: 482, duration: 1.119s, episode steps: 101, steps per second:  90, episode reward: -78.253, mean reward: -0.775 [-100.000,  6.789], mean action: 1.782 [0.000, 3.000],  loss: 10.788025, mse: 3514.905672, mean_q: 39.102019, mean_eps: 0.720928
  46640/150000: episode: 483, duration: 0.827s, episode steps:  77, steps per second:  93, episode reward: -90.157, mean reward: -1.171 [-100.000, 19.758], mean action: 1.727 [0.000, 3.000],  loss: 7.715221, mse: 3507.521424, mean_q: 38.438441, mean_eps: 0.720394
  46767/150000: episode: 484, duration: 1.401s, episode steps: 127, steps per second:  91, episode reward: -114.569, mean reward: -0.902 [-100.000, 10.535], mean action: 1.677 [0.000, 3.000],  loss: 13.357085, mse: 3560.831501, mean_q: 38.716712, mean_eps: 0.719782
  46823/150000: episode: 485, duration: 0.515s, episode steps:  56, steps per second: 109, episode reward: -65.220, mean reward: -1.165 [-100.000, 10.197], mean action: 1.607 [0.000, 3.000],  loss: 12.628721, mse: 3520.325636, mean_q: 38.837211, mean_eps: 0.719233
  46925/150000: episode: 486, duration: 0.922s, episode steps: 102, steps per second: 111, episode reward: -205.847, mean reward: -2.018 [-100.000,  5.069], mean action: 1.402 [0.000, 3.000],  loss: 9.845943, mse: 3617.358813, mean_q: 38.970782, mean_eps: 0.718759
  47029/150000: episode: 487, duration: 0.930s, episode steps: 104, steps per second: 112, episode reward: -78.390, mean reward: -0.754 [-100.000, 11.100], mean action: 1.462 [0.000, 3.000],  loss: 12.728500, mse: 3478.762773, mean_q: 37.018097, mean_eps: 0.718141
  47141/150000: episode: 488, duration: 1.058s, episode steps: 112, steps per second: 106, episode reward: -70.538, mean reward: -0.630 [-100.000,  8.560], mean action: 1.446 [0.000, 3.000],  loss: 13.700658, mse: 3468.448975, mean_q: 38.814035, mean_eps: 0.717493
  47262/150000: episode: 489, duration: 1.241s, episode steps: 121, steps per second:  98, episode reward: -179.621, mean reward: -1.484 [-100.000,  5.322], mean action: 1.736 [0.000, 3.000],  loss: 7.709946, mse: 3474.136854, mean_q: 38.429266, mean_eps: 0.716794
  47364/150000: episode: 490, duration: 0.969s, episode steps: 102, steps per second: 105, episode reward: -42.716, mean reward: -0.419 [-100.000, 16.301], mean action: 1.627 [0.000, 3.000],  loss: 10.404428, mse: 3544.770946, mean_q: 39.417725, mean_eps: 0.716125
  47452/150000: episode: 491, duration: 0.798s, episode steps:  88, steps per second: 110, episode reward: -89.871, mean reward: -1.021 [-100.000, 18.226], mean action: 1.670 [0.000, 3.000],  loss: 12.655464, mse: 3483.387937, mean_q: 37.568086, mean_eps: 0.715555
  47524/150000: episode: 492, duration: 0.739s, episode steps:  72, steps per second:  97, episode reward: -116.845, mean reward: -1.623 [-100.000,  6.567], mean action: 1.764 [0.000, 3.000],  loss: 9.049795, mse: 3447.842495, mean_q: 37.225150, mean_eps: 0.715075
  47591/150000: episode: 493, duration: 0.746s, episode steps:  67, steps per second:  90, episode reward: -64.807, mean reward: -0.967 [-100.000,  9.482], mean action: 1.522 [0.000, 3.000],  loss: 14.896663, mse: 3469.557286, mean_q: 38.211651, mean_eps: 0.714658
  47679/150000: episode: 494, duration: 0.930s, episode steps:  88, steps per second:  95, episode reward: -67.040, mean reward: -0.762 [-100.000, 14.785], mean action: 1.557 [0.000, 3.000],  loss: 11.847806, mse: 3427.887412, mean_q: 38.812630, mean_eps: 0.714193
  47806/150000: episode: 495, duration: 1.253s, episode steps: 127, steps per second: 101, episode reward: -103.824, mean reward: -0.818 [-100.000, 12.988], mean action: 1.480 [0.000, 3.000],  loss: 11.265850, mse: 3403.313271, mean_q: 37.752810, mean_eps: 0.713548
  47897/150000: episode: 496, duration: 0.936s, episode steps:  91, steps per second:  97, episode reward: -73.243, mean reward: -0.805 [-100.000, 17.416], mean action: 1.758 [0.000, 3.000],  loss: 8.616768, mse: 3571.074683, mean_q: 40.082003, mean_eps: 0.712894
  48024/150000: episode: 497, duration: 1.331s, episode steps: 127, steps per second:  95, episode reward: -104.368, mean reward: -0.822 [-100.000, 50.887], mean action: 1.472 [0.000, 3.000],  loss: 12.061189, mse: 3483.821326, mean_q: 39.642522, mean_eps: 0.712240
  48142/150000: episode: 498, duration: 1.071s, episode steps: 118, steps per second: 110, episode reward: -70.383, mean reward: -0.596 [-100.000, 11.628], mean action: 1.517 [0.000, 3.000],  loss: 13.842574, mse: 3514.922765, mean_q: 37.932020, mean_eps: 0.711505
  48207/150000: episode: 499, duration: 0.675s, episode steps:  65, steps per second:  96, episode reward: -78.341, mean reward: -1.205 [-100.000, 10.749], mean action: 1.462 [0.000, 3.000],  loss: 15.924087, mse: 3553.921499, mean_q: 41.117451, mean_eps: 0.710956
  48329/150000: episode: 500, duration: 1.227s, episode steps: 122, steps per second:  99, episode reward: -49.970, mean reward: -0.410 [-100.000, 11.730], mean action: 1.434 [0.000, 3.000],  loss: 10.606212, mse: 3521.029307, mean_q: 38.556570, mean_eps: 0.710395
  48419/150000: episode: 501, duration: 0.815s, episode steps:  90, steps per second: 110, episode reward: -80.194, mean reward: -0.891 [-100.000, 17.532], mean action: 1.589 [0.000, 3.000],  loss: 10.831764, mse: 3504.562690, mean_q: 38.658309, mean_eps: 0.709759
  48505/150000: episode: 502, duration: 0.821s, episode steps:  86, steps per second: 105, episode reward:  2.495, mean reward:  0.029 [-100.000, 15.936], mean action: 1.733 [0.000, 3.000],  loss: 15.306438, mse: 3633.730773, mean_q: 38.706694, mean_eps: 0.709231
  48577/150000: episode: 503, duration: 0.645s, episode steps:  72, steps per second: 112, episode reward: -86.833, mean reward: -1.206 [-100.000, 14.130], mean action: 1.806 [0.000, 3.000],  loss: 15.209876, mse: 3571.293454, mean_q: 39.130533, mean_eps: 0.708757
  48667/150000: episode: 504, duration: 0.832s, episode steps:  90, steps per second: 108, episode reward: -67.992, mean reward: -0.755 [-100.000, 14.950], mean action: 1.478 [0.000, 3.000],  loss: 18.309944, mse: 3607.394805, mean_q: 39.312942, mean_eps: 0.708271
  48770/150000: episode: 505, duration: 1.075s, episode steps: 103, steps per second:  96, episode reward: -61.898, mean reward: -0.601 [-100.000, 12.174], mean action: 1.680 [0.000, 3.000],  loss: 8.442394, mse: 3547.989471, mean_q: 37.708748, mean_eps: 0.707692
  48874/150000: episode: 506, duration: 1.019s, episode steps: 104, steps per second: 102, episode reward: -64.456, mean reward: -0.620 [-100.000,  8.555], mean action: 1.865 [0.000, 3.000],  loss: 9.870469, mse: 3578.889670, mean_q: 39.113024, mean_eps: 0.707071
  48956/150000: episode: 507, duration: 0.822s, episode steps:  82, steps per second: 100, episode reward: -117.112, mean reward: -1.428 [-100.000, 11.151], mean action: 1.573 [0.000, 3.000],  loss: 9.848100, mse: 3519.664250, mean_q: 37.945583, mean_eps: 0.706513
  49029/150000: episode: 508, duration: 0.673s, episode steps:  73, steps per second: 109, episode reward: -9.814, mean reward: -0.134 [-100.000, 22.226], mean action: 1.658 [0.000, 3.000],  loss: 7.853459, mse: 3581.270591, mean_q: 39.062500, mean_eps: 0.706048
  49138/150000: episode: 509, duration: 0.998s, episode steps: 109, steps per second: 109, episode reward: -90.429, mean reward: -0.830 [-100.000, 21.338], mean action: 1.486 [0.000, 3.000],  loss: 11.639428, mse: 3645.253017, mean_q: 39.799002, mean_eps: 0.705502
  49217/150000: episode: 510, duration: 0.800s, episode steps:  79, steps per second:  99, episode reward: -39.668, mean reward: -0.502 [-100.000, 18.047], mean action: 1.785 [0.000, 3.000],  loss: 12.004613, mse: 3588.033478, mean_q: 40.347519, mean_eps: 0.704938
  49336/150000: episode: 511, duration: 1.109s, episode steps: 119, steps per second: 107, episode reward: -20.527, mean reward: -0.172 [-100.000, 22.061], mean action: 1.563 [0.000, 3.000],  loss: 7.939484, mse: 3644.343358, mean_q: 39.655451, mean_eps: 0.704344
  49416/150000: episode: 512, duration: 0.860s, episode steps:  80, steps per second:  93, episode reward: -85.639, mean reward: -1.070 [-100.000,  7.063], mean action: 1.800 [0.000, 3.000],  loss: 11.621961, mse: 3620.614810, mean_q: 39.433239, mean_eps: 0.703747
  49538/150000: episode: 513, duration: 1.150s, episode steps: 122, steps per second: 106, episode reward: -47.298, mean reward: -0.388 [-100.000, 12.052], mean action: 1.730 [0.000, 3.000],  loss: 9.122770, mse: 3635.951476, mean_q: 38.895959, mean_eps: 0.703141
  49639/150000: episode: 514, duration: 0.962s, episode steps: 101, steps per second: 105, episode reward: -63.903, mean reward: -0.633 [-100.000,  8.066], mean action: 1.554 [0.000, 3.000],  loss: 11.916575, mse: 3634.284098, mean_q: 38.759453, mean_eps: 0.702472
  49705/150000: episode: 515, duration: 0.586s, episode steps:  66, steps per second: 113, episode reward: -99.819, mean reward: -1.512 [-100.000, 16.691], mean action: 1.561 [0.000, 3.000],  loss: 7.072892, mse: 3653.982278, mean_q: 38.651720, mean_eps: 0.701971
  49772/150000: episode: 516, duration: 0.684s, episode steps:  67, steps per second:  98, episode reward: -75.154, mean reward: -1.122 [-100.000, 13.762], mean action: 1.478 [0.000, 3.000],  loss: 9.825305, mse: 3608.851810, mean_q: 39.374662, mean_eps: 0.701572
  49859/150000: episode: 517, duration: 0.851s, episode steps:  87, steps per second: 102, episode reward: -123.126, mean reward: -1.415 [-100.000, 10.409], mean action: 1.402 [0.000, 3.000],  loss: 12.810536, mse: 3555.339075, mean_q: 38.603234, mean_eps: 0.701110
  49994/150000: episode: 518, duration: 1.285s, episode steps: 135, steps per second: 105, episode reward: -28.331, mean reward: -0.210 [-100.000, 77.773], mean action: 1.741 [0.000, 3.000],  loss: 11.828628, mse: 3622.428751, mean_q: 39.792344, mean_eps: 0.700444
  50092/150000: episode: 519, duration: 0.945s, episode steps:  98, steps per second: 104, episode reward: -122.706, mean reward: -1.252 [-100.000,  9.260], mean action: 1.786 [0.000, 3.000],  loss: 11.932284, mse: 3712.316304, mean_q: 41.985776, mean_eps: 0.699745
  50200/150000: episode: 520, duration: 0.996s, episode steps: 108, steps per second: 108, episode reward: -93.345, mean reward: -0.864 [-100.000,  6.652], mean action: 1.694 [0.000, 3.000],  loss: 13.218032, mse: 3700.658813, mean_q: 41.640194, mean_eps: 0.699127
  50356/150000: episode: 521, duration: 1.581s, episode steps: 156, steps per second:  99, episode reward: -98.507, mean reward: -0.631 [-100.000,  5.750], mean action: 1.596 [0.000, 3.000],  loss: 9.116450, mse: 3748.161809, mean_q: 41.699375, mean_eps: 0.698335
  50471/150000: episode: 522, duration: 1.123s, episode steps: 115, steps per second: 102, episode reward: -72.476, mean reward: -0.630 [-100.000, 16.607], mean action: 1.487 [0.000, 3.000],  loss: 10.229431, mse: 3686.677819, mean_q: 39.778028, mean_eps: 0.697522
  50570/150000: episode: 523, duration: 0.951s, episode steps:  99, steps per second: 104, episode reward: -89.601, mean reward: -0.905 [-100.000, 10.929], mean action: 1.556 [0.000, 3.000],  loss: 10.587029, mse: 3727.755591, mean_q: 41.080061, mean_eps: 0.696880
  50638/150000: episode: 524, duration: 0.611s, episode steps:  68, steps per second: 111, episode reward: -65.408, mean reward: -0.962 [-100.000, 12.141], mean action: 1.897 [0.000, 3.000],  loss: 10.527935, mse: 3719.297812, mean_q: 40.993902, mean_eps: 0.696379
  50732/150000: episode: 525, duration: 0.874s, episode steps:  94, steps per second: 108, episode reward: -90.757, mean reward: -0.966 [-100.000, 21.285], mean action: 1.564 [0.000, 3.000],  loss: 14.967046, mse: 3727.700439, mean_q: 41.749175, mean_eps: 0.695893
  50814/150000: episode: 526, duration: 0.850s, episode steps:  82, steps per second:  96, episode reward: -95.910, mean reward: -1.170 [-100.000, 11.137], mean action: 1.549 [0.000, 3.000],  loss: 13.074201, mse: 3766.928705, mean_q: 41.237926, mean_eps: 0.695365
  50935/150000: episode: 527, duration: 1.194s, episode steps: 121, steps per second: 101, episode reward: -59.437, mean reward: -0.491 [-100.000, 15.802], mean action: 1.587 [0.000, 3.000],  loss: 11.060994, mse: 3745.352727, mean_q: 42.271022, mean_eps: 0.694756
  51009/150000: episode: 528, duration: 0.774s, episode steps:  74, steps per second:  96, episode reward: -73.847, mean reward: -0.998 [-100.000, 13.284], mean action: 1.635 [0.000, 3.000],  loss: 9.331850, mse: 3734.465956, mean_q: 42.138550, mean_eps: 0.694171
  51104/150000: episode: 529, duration: 1.031s, episode steps:  95, steps per second:  92, episode reward: -148.957, mean reward: -1.568 [-100.000, 14.400], mean action: 1.800 [0.000, 3.000],  loss: 12.653214, mse: 3908.493809, mean_q: 42.647816, mean_eps: 0.693664
  51198/150000: episode: 530, duration: 1.005s, episode steps:  94, steps per second:  93, episode reward: -36.425, mean reward: -0.387 [-100.000,  9.618], mean action: 1.681 [0.000, 3.000],  loss: 7.988996, mse: 3859.324040, mean_q: 42.690321, mean_eps: 0.693097
  51297/150000: episode: 531, duration: 1.039s, episode steps:  99, steps per second:  95, episode reward: -95.577, mean reward: -0.965 [-100.000,  7.406], mean action: 1.606 [0.000, 3.000],  loss: 10.017768, mse: 3912.132953, mean_q: 42.266649, mean_eps: 0.692518
  51367/150000: episode: 532, duration: 0.751s, episode steps:  70, steps per second:  93, episode reward: -41.918, mean reward: -0.599 [-100.000, 11.728], mean action: 1.600 [0.000, 3.000],  loss: 7.851998, mse: 3907.484933, mean_q: 42.463496, mean_eps: 0.692011
  51474/150000: episode: 533, duration: 1.050s, episode steps: 107, steps per second: 102, episode reward: -104.536, mean reward: -0.977 [-100.000, 11.361], mean action: 1.402 [0.000, 3.000],  loss: 8.572140, mse: 3874.834972, mean_q: 42.233172, mean_eps: 0.691480
  51543/150000: episode: 534, duration: 0.719s, episode steps:  69, steps per second:  96, episode reward: -44.461, mean reward: -0.644 [-100.000, 15.727], mean action: 1.725 [0.000, 3.000],  loss: 12.420575, mse: 3914.727160, mean_q: 42.012243, mean_eps: 0.690952
  51627/150000: episode: 535, duration: 0.846s, episode steps:  84, steps per second:  99, episode reward: -68.340, mean reward: -0.814 [-100.000, 13.544], mean action: 1.702 [0.000, 3.000],  loss: 10.509628, mse: 3838.494431, mean_q: 42.154567, mean_eps: 0.690493
  51689/150000: episode: 536, duration: 0.564s, episode steps:  62, steps per second: 110, episode reward: -71.124, mean reward: -1.147 [-100.000, 11.978], mean action: 1.694 [0.000, 3.000],  loss: 11.401573, mse: 3875.301021, mean_q: 41.860437, mean_eps: 0.690055
  51789/150000: episode: 537, duration: 1.086s, episode steps: 100, steps per second:  92, episode reward: -72.943, mean reward: -0.729 [-100.000, 24.878], mean action: 1.630 [0.000, 3.000],  loss: 7.781786, mse: 3863.821360, mean_q: 42.128586, mean_eps: 0.689569
  51910/150000: episode: 538, duration: 1.128s, episode steps: 121, steps per second: 107, episode reward: -111.748, mean reward: -0.924 [-100.000, 15.467], mean action: 1.612 [0.000, 3.000],  loss: 13.029976, mse: 3907.495474, mean_q: 42.678296, mean_eps: 0.688906
  52023/150000: episode: 539, duration: 1.133s, episode steps: 113, steps per second: 100, episode reward: -118.247, mean reward: -1.046 [-100.000,  6.096], mean action: 1.584 [0.000, 3.000],  loss: 11.730591, mse: 3895.672856, mean_q: 42.234558, mean_eps: 0.688204
  52094/150000: episode: 540, duration: 0.651s, episode steps:  71, steps per second: 109, episode reward: -5.149, mean reward: -0.073 [-100.000, 13.489], mean action: 1.521 [0.000, 3.000],  loss: 17.928399, mse: 3940.882672, mean_q: 41.849048, mean_eps: 0.687652
  52207/150000: episode: 541, duration: 1.003s, episode steps: 113, steps per second: 113, episode reward: -89.623, mean reward: -0.793 [-100.000,  7.952], mean action: 1.345 [0.000, 3.000],  loss: 8.319171, mse: 4011.784342, mean_q: 43.187632, mean_eps: 0.687100
  52279/150000: episode: 542, duration: 0.781s, episode steps:  72, steps per second:  92, episode reward: -39.014, mean reward: -0.542 [-100.000,  9.708], mean action: 1.667 [0.000, 3.000],  loss: 6.488984, mse: 4050.786563, mean_q: 43.365967, mean_eps: 0.686545
  52402/150000: episode: 543, duration: 1.146s, episode steps: 123, steps per second: 107, episode reward: -78.599, mean reward: -0.639 [-100.000,  7.141], mean action: 1.642 [0.000, 3.000],  loss: 13.358720, mse: 4048.533781, mean_q: 44.198472, mean_eps: 0.685960
  52514/150000: episode: 544, duration: 1.110s, episode steps: 112, steps per second: 101, episode reward: -109.763, mean reward: -0.980 [-100.000,  8.428], mean action: 1.438 [0.000, 3.000],  loss: 9.286022, mse: 4009.067625, mean_q: 43.256227, mean_eps: 0.685255
  52611/150000: episode: 545, duration: 0.913s, episode steps:  97, steps per second: 106, episode reward: -44.308, mean reward: -0.457 [-100.000, 11.220], mean action: 1.804 [0.000, 3.000],  loss: 14.409933, mse: 4028.605990, mean_q: 45.520305, mean_eps: 0.684628
  52673/150000: episode: 546, duration: 0.602s, episode steps:  62, steps per second: 103, episode reward: -43.880, mean reward: -0.708 [-100.000, 14.456], mean action: 1.710 [0.000, 3.000],  loss: 4.678151, mse: 3916.318761, mean_q: 42.160959, mean_eps: 0.684151
  52741/150000: episode: 547, duration: 0.692s, episode steps:  68, steps per second:  98, episode reward: -48.408, mean reward: -0.712 [-100.000,  7.887], mean action: 1.853 [0.000, 3.000],  loss: 7.351435, mse: 4083.501831, mean_q: 43.366875, mean_eps: 0.683761
  52853/150000: episode: 548, duration: 1.122s, episode steps: 112, steps per second: 100, episode reward: -64.465, mean reward: -0.576 [-100.000, 13.701], mean action: 1.429 [0.000, 3.000],  loss: 7.684756, mse: 4040.556514, mean_q: 43.397053, mean_eps: 0.683221
